race_id	title	info1	info2	around_dir	around_inout	course_abc
202305040908	本栖湖特別(2勝)	['芝左2400m', '天候:晴', '芝:良', '発走:13:50', '過去の本栖湖特別']	['2023年10月29日', '4回東京9日目', '3歳以上2勝クラス', '混', '特指', '定量']			
202305040909	国立特別(2勝)	['芝左1600m', '天候:晴', '芝:良', '発走:14:25', '過去の国立特別']	['2023年10月29日', '4回東京9日目', '3歳以上2勝クラス', '混', '指', '定量']			
202305040910	ペルセウスステークス(OP)	['ダ左1400m', '天候:晴', 'ダート:良', '発走:15:01', '過去のペルセウスステークス']	['2023年10月29日', '4回東京9日目', '3歳以上オープン', '国際', '特指', 'ハンデ']			
202305040911	第168回天皇賞(秋)(GI)	['芝左2000m', '天候:晴', '芝:良', '発走:15:40', '過去の天皇賞', '秋']	['2023年10月29日', '4回東京9日目', '3歳以上オープン', '国際', '指', '定量']			
202305040912	秋嶺ステークス(3勝)	['ダ左1300m', '天候:晴', 'ダート:良', '発走:16:25', '過去の秋嶺ステークス']	['2023年10月29日', '4回東京9日目', '3歳以上3勝クラス', '混', '特指', '定量']			
202305050101	2歳未勝利	['ダ左1600m', '天候:晴', 'ダート:良', '発走:09:55']	['2023年11月4日', '5回東京1日目', '2歳未勝利', '指', '馬齢']			
202305050102	2歳未勝利	['芝左1400m', '天候:晴', '芝:良', '発走:10:25']	['2023年11月4日', '5回東京1日目', '2歳未勝利', '混', '指', '馬齢']			
202305050103	2歳未勝利	['芝左2000m', '天候:晴', '芝:良', '発走:10:55']	['2023年11月4日', '5回東京1日目', '2歳未勝利', '指', '馬齢']			
202305050104	2歳新馬	['ダ左1600m', '天候:晴', 'ダート:良', '発走:11:25']	['2023年11月4日', '5回東京1日目', '2歳新馬', '混', '指', '馬齢']			
202305050105	2歳新馬	['芝左1800m', '天候:晴', '芝:良', '発走:12:15']	['2023年11月4日', '5回東京1日目', '2歳新馬', '混', '指', '馬齢']			
202305050106	3歳以上1勝クラス	['ダ左1400m', '天候:晴', 'ダート:良', '発走:12:45']	['2023年11月4日', '5回東京1日目', '3歳以上1勝クラス', '指', '定量']			
202305050107	3歳以上1勝クラス	['ダ左1600m', '天候:晴', 'ダート:良', '発走:13:15']	['2023年11月4日', '5回東京1日目', '3歳以上1勝クラス', '牝', '指', '定量']			
202305050108	秋陽ジャンプS(OP)	['障芝3110m', '天候:晴', '芝:良', '発走:13:50', '過去の秋陽ジャンプS']	['2023年11月4日', '5回東京1日目', '障害3歳以上オープン', '混', '別定']			
202305050109	神奈川新聞杯(2勝)	['ダ左1600m', '天候:晴', 'ダート:良', '発走:14:25', '過去の神奈川新聞杯']	['2023年11月4日', '5回東京1日目', '3歳以上2勝クラス', '混', '指', 'ハンデ']			
202305050110	ノベンバーステークス(3勝)	['芝左1800m', '天候:晴', '芝:良', '発走:15:01', '過去のノベンバーステークス']	['2023年11月4日', '5回東京1日目', '3歳以上3勝クラス', '混', '特指', '定量']			
202305050111	第59回京王杯2歳ステークス(GII)	['芝左1400m', '天候:晴', '芝:良', '発走:15:35', '過去の京王杯2歳ステークス']	['2023年11月4日', '5回東京1日目', '2歳オープン', '国際', '指', '馬齢']			
202305050112	3歳以上2勝クラス	['芝左2000m', '天候:晴', '芝:良', '発走:16:10']	['2023年11月4日', '5回東京1日目', '3歳以上2勝クラス', '混', '特指', '定量']			
202305050201	2歳未勝利	['ダ左1600m', '天候:曇', 'ダート:良', '発走:10:00']	['2023年11月5日', '5回東京2日目', '2歳未勝利', '指', '馬齢']			
202305050202	2歳未勝利	['芝左1600m', '天候:晴', '芝:良', '発走:10:30']	['2023年11月5日', '5回東京2日目', '2歳未勝利', '牝', '指', '馬齢']			
202305050203	2歳未勝利	['ダ左1300m', '天候:晴', 'ダート:良', '発走:11:00']	['2023年11月5日', '5回東京2日目', '2歳未勝利', '混', '指', '馬齢']			
202305050204	2歳未勝利	['芝左1800m', '天候:晴', '芝:良', '発走:11:30']	['2023年11月5日', '5回東京2日目', '2歳未勝利', '混', '指', '馬齢']			
202305050205	2歳新馬	['芝左2000m', '天候:晴', '芝:良', '発走:12:20']	['2023年11月5日', '5回東京2日目', '2歳新馬', '指', '馬齢']			
202305050206	2歳新馬	['芝左1400m', '天候:晴', '芝:良', '発走:12:55']	['2023年11月5日', '5回東京2日目', '2歳新馬', '混', '指', '馬齢']			
202305050207	3歳以上1勝クラス	['ダ左1600m', '天候:晴', 'ダート:良', '発走:13:25']	['2023年11月5日', '5回東京2日目', '3歳以上1勝クラス', '混', '指', '定量']			
202305050208	3歳以上2勝クラス	['ダ左1400m', '天候:晴', 'ダート:良', '発走:13:55']	['2023年11月5日', '5回東京2日目', '3歳以上2勝クラス', '牝', '指', '定量']			
202305050209	百日草特別(1勝)	['芝左2000m', '天候:晴', '芝:良', '発走:14:25', '過去の百日草特別']	['2023年11月5日', '5回東京2日目', '2歳1勝クラス', '混', '特指', '馬齢']			
202305050210	馬事公苑リニューアル(3勝)	['ダ左1600m', '天候:晴', 'ダート:良', '発走:15:01', '過去の馬事公苑リニューアル']	['2023年11月5日', '5回東京2日目', '3歳以上3勝クラス', '混', '特指', '定量']			
202305050211	第61回アルゼンチン共和国杯(GII)	['芝左2500m', '天候:晴', '芝:良', '発走:15:35', '過去のアルゼンチン共和国杯']	['2023年11月5日', '5回東京2日目', '3歳以上オープン', '国際', '特指', 'ハンデ']			
202305050212	3歳以上2勝クラス	['芝左1400m', '天候:晴', '芝:良', '発走:16:10']	['2023年11月5日', '5回東京2日目', '3歳以上2勝クラス', '混', '指', '定量']			
202305050301	2歳未勝利	['ダ左1600m', '天候:曇', 'ダート:良', '発走:09:55']	['2023年11月11日', '5回東京3日目', '2歳未勝利', '牝', '指', '馬齢']			
202305050302	2歳未勝利	['芝左1600m', '天候:曇', '芝:良', '発走:10:25']	['2023年11月11日', '5回東京3日目', '2歳未勝利', '混', '指', '馬齢']			
202305050303	2歳未勝利	['芝左2000m', '天候:曇', '芝:良', '発走:10:55']	['2023年11月11日', '5回東京3日目', '2歳未勝利', '指', '馬齢']			
202305050304	2歳未勝利	['ダ左1600m', '天候:曇', 'ダート:良', '発走:11:25']	['2023年11月11日', '5回東京3日目', '2歳未勝利', '指', '馬齢']			
202305050305	2歳新馬	['芝左1800m', '天候:曇', '芝:良', '発走:12:15']	['2023年11月11日', '5回東京3日目', '2歳新馬', '指', '馬齢']			
202305050306	2歳新馬	['芝左1600m', '天候:曇', '芝:良', '発走:12:45']	['2023年11月11日', '5回東京3日目', '2歳新馬', '牝', '指', '馬齢']			
202305050307	3歳以上1勝クラス	['ダ左1300m', '天候:曇', 'ダート:良', '発走:13:15']	['2023年11月11日', '5回東京3日目', '3歳以上1勝クラス', '混', '指', '定量']			
202305050308	3歳以上2勝クラス	['ダ左1600m', '天候:曇', 'ダート:良', '発走:13:45']	['2023年11月11日', '5回東京3日目', '3歳以上2勝クラス', '指', '定量']			
202305050309	オキザリス賞(1勝)	['ダ左1400m', '天候:曇', 'ダート:良', '発走:14:20', '過去のオキザリス賞']	['2023年11月11日', '5回東京3日目', '2歳1勝クラス', '混', '特指', '馬齢']			
202305050310	奥多摩ステークス(3勝)	['芝左1400m', '天候:曇', '芝:良', '発走:14:55', '過去の奥多摩ステークス']	['2023年11月11日', '5回東京3日目', '3歳以上3勝クラス', '混', '指', 'ハンデ']			
202305050311	第28回東京中日S杯武蔵野S(GIII)	['ダ左1600m', '天候:曇', 'ダート:良', '発走:15:30', '過去の東京中日S杯武蔵野S']	['2023年11月11日', '5回東京3日目', '3歳以上オープン', '国際', '指', '別定']			
202305050312	3歳以上2勝クラス	['芝左1600m', '天候:曇', '芝:良', '発走:16:05']	['2023年11月11日', '5回東京3日目', '3歳以上2勝クラス', '混', '特指', '定量']			
202305050401	2歳未勝利	['ダ左1400m', '天候:曇', 'ダート:良', '発走:09:55']	['2023年11月12日', '5回東京4日目', '2歳未勝利', '混', '指', '馬齢']			
202305050402	2歳未勝利	['芝左1800m', '天候:曇', '芝:良', '発走:10:20']	['2023年11月12日', '5回東京4日目', '2歳未勝利', '指', '馬齢']			
202305050403	2歳未勝利	['芝左1400m', '天候:曇', '芝:良', '発走:10:50']	['2023年11月12日', '5回東京4日目', '2歳未勝利', '牝', '指', '馬齢']			
202305050404	2歳新馬	['ダ左1300m', '天候:曇', 'ダート:良', '発走:11:20']	['2023年11月12日', '5回東京4日目', '2歳新馬', '混', '指', '馬齢']			
202305050405	2歳新馬	['芝左1600m', '天候:曇', '芝:良', '発走:12:10']	['2023年11月12日', '5回東京4日目', '2歳新馬', '混', '指', '馬齢']			
202305050406	3歳以上1勝クラス	['ダ左1600m', '天候:曇', 'ダート:良', '発走:12:45']	['2023年11月12日', '5回東京4日目', '3歳以上1勝クラス', '指', '定量']			
202305050407	3歳以上2勝クラス	['ダ左1300m', '天候:曇', 'ダート:良', '発走:13:15']	['2023年11月12日', '5回東京4日目', '3歳以上2勝クラス', '混', '指', '定量']			
202305050408	3歳以上2勝クラス	['芝左1800m', '天候:曇', '芝:良', '発走:13:50']	['2023年11月12日', '5回東京4日目', '3歳以上2勝クラス', '混', '指', '定量']			
202305050409	銀嶺ステークス(3勝)	['ダ左1400m', '天候:曇', 'ダート:良', '発走:14:15', '過去の銀嶺ステークス']	['2023年11月12日', '5回東京4日目', '3歳以上3勝クラス', '混', '特指', '定量']			
202305050410	ユートピアステークス(3勝)	['芝左1800m', '天候:曇', '芝:良', '発走:14:50', '過去のユートピアステークス']	['2023年11月12日', '5回東京4日目', '3歳以上3勝クラス', '混', '牝', '特指', '定量']			
202305050411	オーロカップ(L)	['芝左1400m', '天候:曇', '芝:良', '発走:15:30', '過去のオーロカップ']	['2023年11月12日', '5回東京4日目', '3歳以上オープン', '国際', '特指', 'ハンデ']			
202305050412	3歳以上1勝クラス	['芝左1800m', '天候:曇', '芝:良', '発走:16:05']	['2023年11月12日', '5回東京4日目', '3歳以上1勝クラス', '混', '指', '定量']			
202305050501	2歳未勝利	['ダ左1600m', '天候:晴', 'ダート:重', '発走:09:55']	['2023年11月18日', '5回東京5日目', '2歳未勝利', '混', '指', '馬齢']			
202305050502	2歳未勝利	['芝左1600m', '天候:晴', '芝:良', '発走:10:25']	['2023年11月18日', '5回東京5日目', '2歳未勝利', '混', '指', '馬齢']			
202305050503	2歳未勝利	['ダ左1300m', '天候:晴', 'ダート:重', '発走:10:55']	['2023年11月18日', '5回東京5日目', '2歳未勝利', '指', '馬齢']			
202305050504	2歳新馬	['芝左1600m', '天候:晴', '芝:良', '発走:11:25']	['2023年11月18日', '5回東京5日目', '2歳新馬', '牝', '指', '馬齢']			
202305050505	2歳新馬	['芝左2000m', '天候:晴', '芝:良', '発走:12:15']	['2023年11月18日', '5回東京5日目', '2歳新馬', '混', '指', '馬齢']			
202305050506	2歳1勝クラス	['芝左1400m', '天候:晴', '芝:良', '発走:12:50']	['2023年11月18日', '5回東京5日目', '2歳1勝クラス', '混', '特指', '馬齢']			
202305050507	3歳以上1勝クラス	['ダ左2100m', '天候:曇', 'ダート:重', '発走:13:20']	['2023年11月18日', '5回東京5日目', '3歳以上1勝クラス', '指', '定量']			
202305050508	3歳以上2勝クラス	['ダ左1400m', '天候:曇', 'ダート:重', '発走:13:50']	['2023年11月18日', '5回東京5日目', '3歳以上2勝クラス', '混', '指', '定量']			
202305050509	南武特別(2勝)	['芝左2400m', '天候:晴', '芝:良', '発走:14:20', '過去の南武特別']	['2023年11月18日', '5回東京5日目', '3歳以上2勝クラス', '混', '特指', '定量']			
202305050510	晩秋ステークス(3勝)	['ダ左2100m', '天候:晴', 'ダート:重', '発走:14:55', '過去の晩秋ステークス']	['2023年11月18日', '5回東京5日目', '3歳以上3勝クラス', '混', '指', 'ハンデ']			
202305050511	第28回東京スポーツ杯2歳S(GII)	['芝左1800m', '天候:晴', '芝:良', '発走:15:30', '過去の東京スポーツ杯2歳S']	['2023年11月18日', '5回東京5日目', '2歳オープン', '国際', '指', '馬齢']			
202305050512	3歳以上1勝クラス	['芝左1600m', '天候:晴', '芝:良', '発走:16:05']	['2023年11月18日', '5回東京5日目', '3歳以上1勝クラス', '混', '指', '定量']			
202305050601	2歳未勝利	['ダ左1400m', '天候:晴', 'ダート:稍重', '発走:09:55']	['2023年11月19日', '5回東京6日目', '2歳未勝利', '指', '馬齢']			
202305050602	2歳未勝利	['芝左1800m', '天候:晴', '芝:良', '発走:10:25']	['2023年11月19日', '5回東京6日目', '2歳未勝利', '牝', '指', '馬齢']			
202305050603	2歳未勝利	['芝左2000m', '天候:晴', '芝:良', '発走:10:55']	['2023年11月19日', '5回東京6日目', '2歳未勝利', '混', '指', '馬齢']			
202305050604	2歳新馬	['ダ左1600m', '天候:晴', 'ダート:稍重', '発走:11:25']	['2023年11月19日', '5回東京6日目', '2歳新馬', '指', '馬齢']			
202305050605	2歳新馬	['芝左1400m', '天候:晴', '芝:良', '発走:12:15']	['2023年11月19日', '5回東京6日目', '2歳新馬', '指', '馬齢']			
202305050606	3歳以上1勝クラス	['ダ左1600m', '天候:晴', 'ダート:稍重', '発走:12:45']	['2023年11月19日', '5回東京6日目', '3歳以上1勝クラス', '指', '定量']			
202305050607	3歳以上1勝クラス	['ダ左1400m', '天候:晴', 'ダート:稍重', '発走:13:15']	['2023年11月19日', '5回東京6日目', '3歳以上1勝クラス', '混', '指', '定量']			
202305050608	3歳以上2勝クラス	['ダ左2100m', '天候:晴', 'ダート:稍重', '発走:13:45']	['2023年11月19日', '5回東京6日目', '3歳以上2勝クラス', '混', '指', '定量']			
202305050609	赤松賞(1勝)	['芝左1600m', '天候:晴', '芝:良', '発走:14:15', '過去の赤松賞']	['2023年11月19日', '5回東京6日目', '2歳1勝クラス', '混', '牝', '特指', '馬齢']			
202305050610	秋色ステークス(3勝)	['芝左1600m', '天候:晴', '芝:良', '発走:14:50', '過去の秋色ステークス']	['2023年11月19日', '5回東京6日目', '3歳以上3勝クラス', '混', '特指', '定量']			
202305050611	霜月ステークス(OP)	['ダ左1400m', '天候:晴', 'ダート:良', '発走:15:30', '過去の霜月ステークス']	['2023年11月19日', '5回東京6日目', '3歳以上オープン', '国際', '特指', '別定']			
202305050612	3歳以上2勝クラス	['芝左1400m', '天候:晴', '芝:良', '発走:16:05']	['2023年11月19日', '5回東京6日目', '3歳以上2勝クラス', '混', '指', '定量']			
202305050701	2歳未勝利	['ダ左1600m', '天候:晴', 'ダート:良', '発走:09:50']	['2023年11月25日', '5回東京7日目', '2歳未勝利', '指', '馬齢']			
202305050702	2歳未勝利	['芝左1400m', '天候:晴', '芝:良', '発走:10:20']	['2023年11月25日', '5回東京7日目', '2歳未勝利', '混', '指', '馬齢']			
202305050703	2歳未勝利	['芝左1800m', '天候:晴', '芝:良', '発走:10:50']	['2023年11月25日', '5回東京7日目', '2歳未勝利', '混', '指', '馬齢']			
202305050704	2歳新馬	['ダ左1400m', '天候:曇', 'ダート:良', '発走:11:25']	['2023年11月25日', '5回東京7日目', '2歳新馬', '指', '馬齢']			
202305050705	2歳新馬	['芝左1600m', '天候:曇', '芝:良', '発走:12:10']	['2023年11月25日', '5回東京7日目', '2歳新馬', '混', '指', '馬齢']			
202305050706	3歳以上1勝クラス	['ダ左1600m', '天候:曇', 'ダート:良', '発走:12:40']	['2023年11月25日', '5回東京7日目', '3歳以上1勝クラス', '混', '指', '定量']			
202305050707	3歳以上1勝クラス	['芝左2400m', '天候:曇', '芝:良', '発走:13:10']	['2023年11月25日', '5回東京7日目', '3歳以上1勝クラス', '混', '指', '定量']			
202305050708	3歳以上2勝クラス	['ダ左1400m', '天候:晴', 'ダート:良', '発走:13:40']	['2023年11月25日', '5回東京7日目', '3歳以上2勝クラス', '国際', '指', '定量']			
202305050709	カトレアステークス(OP)	['ダ左1600m', '天候:晴', 'ダート:良', '発走:14:15', '過去のカトレアステークス']	['2023年11月25日', '5回東京7日目', '2歳オープン', '国際', '特指', '別定']			
202305050710	シャングリラS(3勝)	['ダ左1400m', '天候:晴', 'ダート:良', '発走:14:50', '過去のシャングリラS']	['2023年11月25日', '5回東京7日目', '3歳以上3勝クラス', '国際', '特指', '定量']			
202305050711	キャピタルステークス(L)	['芝左1600m', '天候:晴', '芝:良', '発走:15:25', '過去のキャピタルステークス']	['2023年11月25日', '5回東京7日目', '3歳以上オープン', '国際', '特指', '別定']			
202305050712	3歳以上2勝クラス	['芝左1600m', '天候:晴', '芝:良', '発走:16:01']	['2023年11月25日', '5回東京7日目', '3歳以上2勝クラス', '国際', '指', '定量']			
202305050801	2歳未勝利	['ダ左1400m', '天候:曇', 'ダート:良', '発走:09:31']	['2023年11月26日', '5回東京8日目', '2歳未勝利', '混', '指', '馬齢']			
202305050802	2歳未勝利	['芝左1600m', '天候:曇', '芝:良', '発走:09:55']	['2023年11月26日', '5回東京8日目', '2歳未勝利', '指', '馬齢']			
202305050803	2歳未勝利	['ダ左1600m', '天候:曇', 'ダート:良', '発走:10:25']	['2023年11月26日', '5回東京8日目', '2歳未勝利', '混', '指', '馬齢']			
202305050804	2歳未勝利	['芝左2000m', '天候:曇', '芝:良', '発走:10:55']	['2023年11月26日', '5回東京8日目', '2歳未勝利', '指', '馬齢']			
202305050805	2歳新馬	['ダ左1600m', '天候:曇', 'ダート:良', '発走:11:25']	['2023年11月26日', '5回東京8日目', '2歳新馬', '混', '指', '馬齢']			
202305050806	2歳新馬	['芝左1800m', '天候:曇', '芝:良', '発走:12:15']	['2023年11月26日', '5回東京8日目', '2歳新馬', '混', '指', '馬齢']			
202305050807	3歳以上1勝クラス	['ダ左1400m', '天候:曇', 'ダート:良', '発走:12:45']	['2023年11月26日', '5回東京8日目', '3歳以上1勝クラス', '指', '定量']			
202305050808	ベゴニア賞(1勝)	['芝左1600m', '天候:曇', '芝:良', '発走:13:15', '過去のベゴニア賞']	['2023年11月26日', '5回東京8日目', '2歳1勝クラス', '混', '特指', '馬齢']			
202305050809	アーモンドアイM(2勝)	['芝左2000m', '天候:曇', '芝:良', '発走:13:50', '過去のアーモンドアイM']	['2023年11月26日', '5回東京8日目', '3歳以上2勝クラス', '混', '指', 'ハンデ']			
202305050810	アプローズ賞(2勝)	['ダ左1600m', '天候:曇', 'ダート:良', '発走:14:25', '過去のアプローズ賞']	['2023年11月26日', '5回東京8日目', '3歳以上2勝クラス', '混', '特指', '定量']			
202305050811	ウェルカムステークス(3勝)	['芝左2000m', '天候:曇', '芝:良', '発走:15:01', '過去のウェルカムステークス']	['2023年11月26日', '5回東京8日目', '3歳以上3勝クラス', '国際', '特指', '定量']			
202305050812	第43回ジャパンカップ(GI)	['芝左2400m', '天候:曇', '芝:良', '発走:15:40', '過去のジャパンカップ']	['2023年11月26日', '5回東京8日目', '3歳以上オープン', '国際', '指', '定量']			
202306010101	3歳未勝利	['ダ右1200m', '天候:晴', 'ダート:良', '発走:09:55']	['2023年1月5日', '1回中山1日目', '3歳未勝利', '馬齢']			
202306010102	3歳未勝利	['ダ右1800m', '天候:晴', 'ダート:良', '発走:10:25']	['2023年1月5日', '1回中山1日目', '3歳未勝利', '混', '馬齢']			
202306010103	3歳新馬	['ダ右1800m', '天候:晴', 'ダート:良', '発走:10:55']	['2023年1月5日', '1回中山1日目', '3歳新馬', '混', '馬齢']			
202306010104	4歳以上1勝クラス	['ダ右1800m', '天候:晴', 'ダート:良', '発走:11:25']	['2023年1月5日', '1回中山1日目', '4歳以上1勝クラス', '混', '定量']			
202306010105	3歳未勝利	['芝右外1600m', '天候:晴', '芝:良', '発走:12:15']	['2023年1月5日', '1回中山1日目', '3歳未勝利', '混', '馬齢']			
202306010106	3歳1勝クラス	['芝右2000m', '天候:晴', '芝:良', '発走:12:45']	['2023年1月5日', '1回中山1日目', '3歳1勝クラス', '混', '特指', '馬齢']			
202306010107	4歳以上2勝クラス	['ダ右1800m', '天候:晴', 'ダート:良', '発走:13:15']	['2023年1月5日', '1回中山1日目', '4歳以上2勝クラス', '混', '定量']			
202306010108	4歳以上2勝クラス	['ダ右1200m', '天候:晴', 'ダート:良', '発走:13:50']	['2023年1月5日', '1回中山1日目', '4歳以上2勝クラス', '定量']			
202306010109	招福ステークス(3勝)	['ダ右1800m', '天候:晴', 'ダート:良', '発走:14:25', '過去の招福ステークス']	['2023年1月5日', '1回中山1日目', '4歳以上3勝クラス', '混', '特指', '定量']			
202306010110	ジュニアカップ(L)	['芝右外1600m', '天候:晴', '芝:良', '発走:15:01', '過去のジュニアカップ']	['2023年1月5日', '1回中山1日目', '3歳オープン', '国際', '特指', '別定']			
202306010111	第72回日刊スポ賞中山金杯(GIII)	['芝右2000m', '天候:晴', '芝:良', '発走:15:35', '過去の日刊スポ賞中山金杯']	['2023年1月5日', '1回中山1日目', '4歳以上オープン', '国際', '特指', 'ハンデ']			
202306010112	4歳以上2勝クラス	['芝右2000m', '天候:晴', '芝:良', '発走:16:10']	['2023年1月5日', '1回中山1日目', '4歳以上2勝クラス', '混', '特指', '定量']			
202306010201	3歳未勝利	['ダ右1200m', '天候:曇', 'ダート:良', '発走:09:55']	['2023年1月7日', '1回中山2日目', '3歳未勝利', '馬齢']			
202306010202	3歳未勝利	['ダ右1800m', '天候:晴', 'ダート:良', '発走:10:25']	['2023年1月7日', '1回中山2日目', '3歳未勝利', '牝', '馬齢']			
202306010203	3歳新馬	['ダ右1200m', '天候:晴', 'ダート:良', '発走:10:55']	['2023年1月7日', '1回中山2日目', '3歳新馬', '混', '馬齢']			
202306010204	4歳以上1勝クラス	['ダ右2400m', '天候:晴', 'ダート:良', '発走:11:25']	['2023年1月7日', '1回中山2日目', '4歳以上1勝クラス', '定量']			
202306010205	3歳新馬	['芝右外1600m', '天候:晴', '芝:良', '発走:12:15']	['2023年1月7日', '1回中山2日目', '3歳新馬', '馬齢']			
202306010206	3歳未勝利	['芝右2000m', '天候:晴', '芝:良', '発走:12:45']	['2023年1月7日', '1回中山2日目', '3歳未勝利', '馬齢']			
202306010207	4歳以上1勝クラス	['ダ右1200m', '天候:晴', 'ダート:良', '発走:13:15']	['2023年1月7日', '1回中山2日目', '4歳以上1勝クラス', '混', '定量']			
202306010208	中山新春ジャンプS(OP)	['障芝ダート3200m', '天候:晴', '芝:良', 'ダート:良', '発走:13:50', '過去の中山新春ジャンプS']	['2023年1月7日', '1回中山2日目', '障害4歳以上オープン', '混', '別定']			
202306010209	黒竹賞(1勝)	['ダ右1800m', '天候:晴', 'ダート:良', '発走:14:25', '過去の黒竹賞']	['2023年1月7日', '1回中山2日目', '3歳1勝クラス', '混', '馬齢']			
202306010210	初春ステークス(3勝)	['ダ右1200m', '天候:晴', 'ダート:良', '発走:15:01', '過去の初春ステークス']	['2023年1月7日', '1回中山2日目', '4歳以上3勝クラス', '混', '特指', '定量']			
202306010211	ニューイヤーS(L)	['芝右外1600m', '天候:晴', '芝:良', '発走:15:35', '過去のニューイヤーS']	['2023年1月7日', '1回中山2日目', '4歳以上オープン', '国際', '特指', '別定']			
202306010212	4歳以上2勝クラス	['芝右1800m', '天候:晴', '芝:良', '発走:16:10']	['2023年1月7日', '1回中山2日目', '4歳以上2勝クラス', '牝', '定量']			
202306010301	3歳未勝利	['ダ右1200m', '天候:晴', 'ダート:良', '発走:09:55']	['2023年1月8日', '1回中山3日目', '3歳未勝利', '混', '馬齢']			
202306010302	3歳未勝利	['ダ右1800m', '天候:晴', 'ダート:良', '発走:10:25']	['2023年1月8日', '1回中山3日目', '3歳未勝利', '牝', '馬齢']			
202306010303	3歳未勝利	['ダ右1800m', '天候:晴', 'ダート:良', '発走:10:55']	['2023年1月8日', '1回中山3日目', '3歳未勝利', '馬齢']			
202306010304	障害4歳以上未勝利	['障芝ダート2880m', '天候:晴', '芝:良', 'ダート:良', '発走:11:25']	['2023年1月8日', '1回中山3日目', '障害4歳以上未勝利', '混', '定量']			
202306010305	3歳未勝利	['芝右外2200m', '天候:晴', '芝:良', '発走:12:15']	['2023年1月8日', '1回中山3日目', '3歳未勝利', '混', '馬齢']			
202306010306	3歳新馬	['芝右2000m', '天候:晴', '芝:良', '発走:12:45']	['2023年1月8日', '1回中山3日目', '3歳新馬', '混', '馬齢']			
202306010307	4歳以上1勝クラス	['ダ右1800m', '天候:晴', 'ダート:良', '発走:13:15']	['2023年1月8日', '1回中山3日目', '4歳以上1勝クラス', '牝', '定量']			
202306010308	4歳以上1勝クラス	['ダ右1200m', '天候:晴', 'ダート:良', '発走:13:50']	['2023年1月8日', '1回中山3日目', '4歳以上1勝クラス', '定量']			
202306010309	朱竹賞(1勝)	['芝右外1200m', '天候:晴', '芝:良', '発走:14:25', '過去の朱竹賞']	['2023年1月8日', '1回中山3日目', '3歳1勝クラス', '混', '特指', '馬齢']			
202306010310	若潮ステークス(3勝)	['芝右外1600m', '天候:晴', '芝:良', '発走:15:01', '過去の若潮ステークス']	['2023年1月8日', '1回中山3日目', '4歳以上3勝クラス', '混', 'ハンデ']			
202306010311	ポルックスステークス(OP)	['ダ右1800m', '天候:晴', 'ダート:良', '発走:15:35', '過去のポルックスステークス']	['2023年1月8日', '1回中山3日目', '4歳以上オープン', '国際', '特指', '別定']			
202306010312	4歳以上2勝クラス	['芝右外1600m', '天候:晴', '芝:良', '発走:16:10']	['2023年1月8日', '1回中山3日目', '4歳以上2勝クラス', '混', '定量']			
202306010401	3歳未勝利	['ダ右1200m', '天候:晴', 'ダート:良', '発走:09:55']	['2023年1月9日', '1回中山4日目', '3歳未勝利', '馬齢']			
202306010402	3歳未勝利	['ダ右1800m', '天候:晴', 'ダート:良', '発走:10:25']	['2023年1月9日', '1回中山4日目', '3歳未勝利', '馬齢']			
202306010403	3歳未勝利	['ダ右1800m', '天候:晴', 'ダート:良', '発走:10:55']	['2023年1月9日', '1回中山4日目', '3歳未勝利', '混', '馬齢']			
202306010404	3歳新馬	['ダ右1200m', '天候:晴', 'ダート:良', '発走:11:25']	['2023年1月9日', '1回中山4日目', '3歳新馬', '牝', '馬齢']			
202306010405	3歳未勝利	['芝右外1600m', '天候:晴', '芝:良', '発走:12:15']	['2023年1月9日', '1回中山4日目', '3歳未勝利', '牝', '馬齢']			
202306010406	3歳新馬	['ダ右1800m', '天候:晴', 'ダート:良', '発走:12:45']	['2023年1月9日', '1回中山4日目', '3歳新馬', '馬齢']			
202306010407	4歳以上1勝クラス	['ダ右1800m', '天候:晴', 'ダート:良', '発走:13:15']	['2023年1月9日', '1回中山4日目', '4歳以上1勝クラス', '定量']			
202306010408	4歳以上2勝クラス	['ダ右1200m', '天候:晴', 'ダート:良', '発走:13:50']	['2023年1月9日', '1回中山4日目', '4歳以上2勝クラス', '混', '定量']			
202306010409	成田特別(2勝)	['ダ右2400m', '天候:晴', 'ダート:良', '発走:14:25', '過去の成田特別']	['2023年1月9日', '1回中山4日目', '4歳以上2勝クラス', '混', '特指', '定量']			
202306010410	迎春ステークス(3勝)	['芝右外2200m', '天候:晴', '芝:良', '発走:15:01', '過去の迎春ステークス']	['2023年1月9日', '1回中山4日目', '4歳以上3勝クラス', '混', '特指', '定量']			
202306010411	第39回フェアリーステークス(GIII)	['芝右外1600m', '天候:晴', '芝:良', '発走:15:35', '過去のフェアリーステークス']	['2023年1月9日', '1回中山4日目', '3歳オープン', '国際', '牝', '特指', '別定']			
202306010412	4歳以上1勝クラス	['芝右2000m', '天候:晴', '芝:良', '発走:16:10']	['2023年1月9日', '1回中山4日目', '4歳以上1勝クラス', '混', '定量']			
202306010501	3歳未勝利	['ダ右1200m', '天候:曇', 'ダート:良', '発走:10:10']	['2023年1月14日', '1回中山5日目', '3歳未勝利', '牝', '馬齢']			
202306010502	3歳未勝利	['ダ右1800m', '天候:曇', 'ダート:良', '発走:10:40']	['2023年1月14日', '1回中山5日目', '3歳未勝利', '馬齢']			
